"loan_type_name","property_type_name","loan_purpose_name","owner_occupancy_name","loan_amount_000s","action_taken_name","applicant_ethnicity_name","applicant_race_name_1","applicant_sex_name","applicant_income_000s","lien_status_name","population","minority_population","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units","co_applicant"
"FHA-insured","Manufactured housing","Home purchase","Owner-occupied as a principal dwelling",87,"1","Hispanic or Latino","White","Male",53,"Secured by a first lien",2391,44.0800018310547,86.5899963378906,369,1190,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",187,"1","Hispanic or Latino","White","Male",41,"Secured by a first lien",5691,69.5100021362305,82.5599975585938,1044,1677,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",101,"0","Hispanic or Latino","White","Male",41,"Secured by a first lien",5543,62.2900009155273,58.6500015258789,1138,1649,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",110,"0","Not Hispanic or Latino","White","Male",80,"Secured by a first lien",6489,53.9500007629395,135.600006103516,1028,2368,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",204,"1","Hispanic or Latino","White","Male",107,"Secured by a first lien",2632,60.8300018310547,93.2900009155273,458,828,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",178,"1","Not Hispanic or Latino","White","Male",117,"Secured by a first lien",4425,16.4500007629395,154.460006713867,1305,1837,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",332,"0","Not Hispanic or Latino","White","Female",110,"Secured by a first lien",3167,22.3199996948242,98.5,1165,1379,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",209,"1","Not Hispanic or Latino","White","Male",60,"Secured by a first lien",5941,69.3300018310547,124.839996337891,1319,1911,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",140,"0","Hispanic or Latino","White","Male",37,"Secured by a first lien",3742,74.4800033569336,72.9199981689453,666,1115,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",139,"0","Not Hispanic or Latino","Black or African American","Male",29,"Secured by a first lien",6757,76.6500015258789,83.0500030517578,1343,2045,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",289,"1","Not Hispanic or Latino","White","Female",106,"Secured by a first lien",3141,31.5200004577637,98.1800003051758,783,1229,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",354,"1","Hispanic or Latino","White","Female",117,"Secured by a first lien",7161,57.0299987792969,130.580001831055,1647,2622,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",419,"1","Not Hispanic or Latino","Asian","Male",95,"Secured by a first lien",4600,38.6300010681152,234.850006103516,859,1602,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",257,"1","Not Hispanic or Latino","White","Male",66,"Secured by a first lien",2428,58.3600006103516,76.5699996948242,335,596,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",170,"0","Not Hispanic or Latino","Asian","Male",52,"Secured by a first lien",6164,47.0299987792969,117.949996948242,1193,1985,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",140,"1","Hispanic or Latino","White","Female",44,"Secured by a first lien",4820,95.9499969482422,33.5,455,1290,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",364,"0","Not Hispanic or Latino","White","Male",233,"Secured by a first lien",4023,63.1599998474121,99.5800018310547,922,1378,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",254,"1","Not Hispanic or Latino","White","Male",74,"Secured by a first lien",5382,66.1999969482422,137.720001220703,984,1826,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",1035,"0","Not Hispanic or Latino","White","Male",366,"Secured by a first lien",5400,37.4799995422363,190.740005493164,1529,2139,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",350,"1","Not Hispanic or Latino","White","Female",133,"Secured by a first lien",3246,22.4599990844727,124.769996643066,750,949,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",293,"0","Hispanic or Latino","White","Female",79,"Secured by a first lien",3573,26.5300006866455,170.089996337891,860,1317,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",180,"1","Not Hispanic or Latino","White","Male",34,"Secured by a first lien",4796,53.5900001525879,82.7399978637695,993,1574,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",225,"1","Not Hispanic or Latino","White","Male",47,"Secured by a first lien",10078,19.9200000762939,103.099998474121,2874,4247,"yes"
"FHA-insured","Manufactured housing","Home purchase","Owner-occupied as a principal dwelling",150,"1","Hispanic or Latino","White","Female",33,"Secured by a first lien",4707,38.8400001525879,83.8499984741211,1079,1661,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",178,"0","Not Hispanic or Latino","White","Female",55,"Secured by a first lien",4523,43.3800010681152,98.0299987792969,853,1867,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",365,"1","Not Hispanic or Latino","White","Male",85,"Secured by a first lien",3845,23.7700004577637,136.300003051758,1028,1537,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",316,"1","Not Hispanic or Latino","White","Female",68,"Secured by a first lien",6353,31.4500007629395,160.839996337891,1505,2298,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",284,"1","Not Hispanic or Latino","White","Female",98,"Secured by a first lien",6057,59.060001373291,99.0599975585938,897,1577,"no"
"Conventional","Manufactured housing","Home purchase","Owner-occupied as a principal dwelling",60,"1","Not Hispanic or Latino","White","Male",62,"Secured by a first lien",1673,7.59000015258789,92.1900024414062,492,989,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",178,"1","Not Hispanic or Latino","White","Male",65,"Secured by a first lien",8006,20.5599994659424,89.9800033569336,2742,4009,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",98,"1","Not Hispanic or Latino","White","Male",129,"Secured by a first lien",3936,60.2599983215332,119.129997253418,878,1260,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",250,"1","Not Hispanic or Latino","White","Male",234,"Secured by a first lien",6119,66.7399978637695,108.449996948242,997,1600,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",235,"1","Not Hispanic or Latino","White","Male",58,"Secured by a first lien",6645,49.4700012207031,86.0199966430664,1196,1699,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",73,"1","Hispanic or Latino","White","Male",66,"Secured by a first lien",4972,88.2699966430664,55.1300010681152,665,1359,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",143,"1","Not Hispanic or Latino","White","Male",145,"Secured by a first lien",7734,74.5899963378906,89.3199996948242,1065,1824,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",241,"1","Hispanic or Latino","White","Male",85,"Secured by a first lien",4428,43.6800003051758,120.470001220703,1211,1703,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",412,"0","Not Hispanic or Latino","White","Male",213,"Secured by a first lien",3775,33.5099983215332,205.759994506836,937,1210,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",315,"0","Hispanic or Latino","White","Male",96,"Secured by a first lien",2720,25.9599990844727,162.100006103516,821,1055,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",180,"1","Not Hispanic or Latino","Asian","Male",86,"Secured by a first lien",4707,38.8400001525879,83.8499984741211,1079,1661,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Not owner-occupied as a principal dwelling",79,"1","Not Hispanic or Latino","White","Female",45,"Secured by a first lien",3648,54.8199996948242,116.349998474121,926,1369,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",115,"0","Not Hispanic or Latino","White","Male",27,"Secured by a first lien",2207,24.2900009155273,107.699996948242,610,918,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",52,"0","Not Hispanic or Latino","White","Female",31,"Secured by a first lien",4764,36.060001373291,108.660003662109,1061,1767,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",193,"0","Not Hispanic or Latino","White","Male",95,"Secured by a first lien",5243,45.9099998474121,63.2099990844727,506,1814,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",189,"0","Not Hispanic or Latino","White","Male",17,"Secured by a first lien",5485,41.75,108.120002746582,1586,2139,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",145,"0","Not Hispanic or Latino","White","Male",23,"Secured by a first lien",8920,26.0300006866455,124.400001525879,2844,3975,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",400,"1","Not Hispanic or Latino","White","Male",158,"Secured by a first lien",3890,11.6700000762939,198.75,1369,1666,"yes"
